,0,1,2,3
254,0,0,0,0
255,1,0,8,0
256,3,0,32,0
257,0,0,36,0
258,1,0,8,0
259,1,0,34,0
260,0,0,36,0
261,1,0,8,0
262,0,0,35,0
263,0,0,36,0
264,1,0,8,0
265,0,0,35,0
266,0,0,36,0
267,1,0,8,0
268,1,0,34,0
269,0,0,36,0
270,1,0,6,0
271,5,0,25,0
272,0,0,36,0
273,1,0,6,0
274,5,0,25,0
275,1,0,35,0
276,1,0,6,0
277,5,0,25,0
278,0,0,36,0
279,1,0,6,0
280,5,0,25,0
281,0,0,36,0
282,1,0,6,0
283,5,0,25,0
284,0,0,36,0
285,1,0,8,0
286,3,0,13,0
287,0,0,43,0
288,1,0,8,0
289,3,0,13,0
290,0,0,43,0
291,0,0,9,0
292,3,0,13,0
293,0,0,43,0
294,0,0,9,0
295,3,0,13,0
296,0,0,43,0
297,0,0,9,0
298,3,0,13,0
299,0,0,43,0
300,0,0,14,0
301,1,0,20,0
302,0,0,43,0
303,1,0,13,0
304,1,0,20,0
305,0,0,43,0
306,1,0,13,0
307,1,0,20,0
308,0,0,43,0
309,1,0,13,0
310,1,0,20,0
311,0,0,43,0
312,1,0,13,0
313,1,0,20,0
314,0,0,43,0
315,0,0,14,0
316,2,0,14,0
317,0,0,42,0
318,0,0,14,0
319,2,0,14,0
320,0,0,42,0
321,0,0,14,0
322,1,0,15,0
323,0,0,42,0
324,0,0,14,0
325,1,0,15,0
326,0,0,42,0
327,0,0,14,0
328,1,0,15,0
329,0,0,42,0
330,1,0,21,0
331,1,0,10,0
332,1,0,39,0
333,1,0,21,0
334,1,0,10,0
335,1,0,39,0
336,3,0,19,0
337,1,0,10,0
338,1,0,39,0
339,2,0,20,0
340,1,0,10,0
341,1,0,39,0
342,2,0,20,0
343,1,0,10,0
344,1,0,39,0
345,2,0,8,0
346,1,0,10,0
347,3,0,51,0
348,2,0,8,0
349,2,0,9,0
350,3,0,51,0
351,2,0,8,0
352,2,0,9,0
353,3,0,51,0
354,1,0,9,0
355,1,0,10,0
356,3,0,51,0
357,2,0,8,0
358,2,0,9,0
359,3,0,51,0
360,0,0,11,0
361,1,0,11,0
362,2,0,54,0
363,0,0,11,0
364,1,0,11,0
365,2,0,54,0
366,0,0,11,0
367,1,0,11,0
368,2,0,54,0
369,0,0,11,0
370,1,0,11,0
371,2,0,54,0
372,0,0,11,0
373,1,0,11,0
374,2,0,54,0
375,2,0,13,0
376,2,0,5,0
377,0,0,40,0
378,1,0,14,0
379,2,0,5,0
380,0,0,40,0
381,1,0,14,0
382,1,0,6,0
383,0,0,40,0
384,1,0,14,0
385,4,0,3,0
386,0,0,40,0
387,1,0,14,0
388,4,0,3,0
389,0,0,40,0
390,1,0,9,0
391,1,0,9,0
392,3,0,44,0
393,1,0,9,0
394,1,0,9,0
395,2,0,45,0
396,1,0,9,0
397,1,0,9,0
398,3,0,44,0
399,1,0,9,0
400,1,0,9,0
401,1,0,46,0
402,1,0,9,0
403,1,0,9,0
404,3,0,44,0
405,0,0,10,0
406,1,0,10,0
407,3,0,46,0
408,0,0,10,0
409,1,0,10,0
410,2,0,47,0
411,0,0,10,0
412,1,0,10,0
413,2,0,47,0
414,0,0,10,0
415,1,0,10,0
416,2,0,47,0
417,0,0,10,0
418,1,0,10,0
419,4,0,45,0
420,3,0,18,0
421,4,0,6,0
422,2,0,51,0
423,3,0,18,0
424,4,0,6,0
425,1,0,52,0
426,3,0,18,0
427,4,0,6,0
428,2,0,51,0
429,3,0,18,0
430,4,0,6,0
431,2,0,51,0
432,3,0,18,0
433,4,0,6,0
434,2,0,51,0
435,0,0,16,0
436,6,0,8,0
437,4,0,43,0
438,0,0,16,0
439,6,0,8,0
440,4,0,43,0
441,0,0,16,0
442,5,0,9,0
443,3,0,44,0
444,0,0,16,0
445,4,0,10,0
446,3,0,44,0
447,0,0,16,0
448,4,0,10,0
449,2,0,45,0
450,2,0,20,0
451,3,0,9,0
452,1,0,44,0
453,2,0,20,0
454,2,0,10,0
455,1,0,44,0
456,2,0,20,0
457,3,0,9,0
458,1,0,44,0
459,2,0,20,0
460,3,0,9,0
461,1,0,44,0
462,2,0,20,0
463,3,0,9,0
464,1,0,44,0
465,2,0,23,0
466,1,0,9,0
467,3,0,37,0
468,2,0,23,0
469,2,0,8,0
470,4,0,36,0
471,2,0,23,0
472,2,0,8,0
473,4,0,36,0
474,2,0,23,0
475,2,0,8,0
476,5,0,35,0
477,2,0,23,0
478,2,0,8,0
479,4,0,36,0
480,4,0,11,0
481,6,0,12,0
482,4,0,45,0
483,4,0,11,0
484,4,0,14,0
485,2,0,47,0
486,4,0,11,0
487,4,0,14,0
488,1,0,48,0
489,4,0,11,0
490,4,0,14,0
491,1,0,48,0
492,4,0,11,0
493,4,0,14,0
494,1,0,48,0
495,5,0,12,0
496,4,0,6,0
497,4,0,45,0
498,4,0,13,0
499,3,0,7,0
500,4,0,45,0
501,5,0,12,0
502,4,0,6,0
503,4,0,45,0
504,5,0,12,0
505,4,0,6,0
506,4,0,45,0
507,5,0,12,0
508,3,0,7,0
509,4,0,45,0
510,1,0,18,0
511,2,0,6,0
512,0,0,45,0
513,1,0,18,0
514,1,0,7,0
515,0,0,45,0
516,1,0,18,0
517,1,0,7,0
518,0,0,45,0
519,2,0,17,0
520,1,0,7,0
521,1,0,44,0
522,2,0,17,0
523,1,0,7,0
524,1,0,44,0
525,4,0,20,0
526,3,0,8,0
527,1,0,40,0
528,6,0,18,0
529,4,0,7,0
530,2,0,39,0
531,4,0,20,0
532,2,0,9,0
533,0,0,41,0
534,5,0,19,0
535,2,0,9,0
536,1,0,40,0
537,5,0,19,0
538,2,0,9,0
539,1,0,40,0
540,3,0,15,0
541,1,0,11,0
542,2,0,45,0
543,3,0,15,0
544,1,0,11,0
545,1,0,46,0
546,3,0,15,0
547,1,0,11,0
548,2,0,45,0
549,3,0,15,0
550,1,0,11,0
551,2,0,45,0
552,3,0,15,0
553,1,0,11,0
554,1,0,46,0
555,0,0,11,0
556,3,0,9,0
557,0,0,41,0
558,0,0,11,0
559,3,0,9,0
560,1,0,40,0
561,0,0,11,0
562,4,0,8,0
563,2,0,39,0
564,0,0,11,0
565,4,0,8,0
566,1,0,40,0
567,0,0,11,0
568,4,0,8,0
569,1,0,40,0
570,2,0,8,0
571,2,0,3,0
572,1,0,44,0
573,2,1,7,0
574,2,0,3,0
575,1,0,44,0
576,3,1,6,0
577,2,0,3,0
578,1,0,44,0
579,3,1,6,0
580,2,0,3,0
581,1,0,44,0
582,3,1,6,0
583,2,0,3,0
584,1,0,44,0
585,1,0,7,0
586,4,0,6,0
587,2,0,52,0
588,0,0,8,0
589,4,0,6,0
590,2,0,52,0
591,1,0,7,0
592,4,0,6,0
593,2,0,52,0
594,0,0,8,0
595,4,0,6,0
596,2,0,52,0
597,0,0,8,0
598,4,0,6,0
599,2,0,52,0
600,3,0,9,0
601,5,0,7,0
602,5,0,44,0
603,2,0,10,0
604,4,0,8,0
605,4,0,45,0
606,3,0,9,0
607,4,0,8,0
608,5,0,44,0
609,2,0,10,0
610,4,0,8,0
611,4,0,45,0
612,2,0,10,0
613,4,0,8,0
614,4,0,45,0
615,4,0,14,0
616,3,0,3,0
617,2,0,48,0
618,5,0,13,0
619,3,0,3,0
620,2,0,48,0
621,5,0,13,0
622,2,0,4,0
623,2,0,48,0
624,5,0,13,0
625,3,0,3,0
626,2,0,48,0
627,6,0,12,0
628,2,0,4,0
629,2,0,48,0
630,5,1,6,0
631,0,0,6,0
632,4,0,42,0
633,4,1,7,0
634,0,0,6,0
635,4,0,42,0
636,4,1,7,0
637,0,0,6,0
638,4,0,42,0
639,5,1,5,1
640,1,0,5,0
641,4,0,41,1
642,4,1,6,1
643,1,0,5,0
644,4,0,41,1
645,8,0,8,2
646,1,0,5,1
647,2,1,41,0
648,9,0,6,3
649,1,0,5,1
650,2,1,41,0
651,8,0,7,3
652,1,0,5,1
653,2,1,41,0
654,9,0,6,3
655,1,1,5,0
656,2,1,41,0
657,9,0,6,3
658,1,1,5,0
659,2,1,39,2
660,6,1,10,1
661,1,0,3,1
662,2,0,50,2
663,6,1,10,1
664,1,1,3,0
665,2,0,50,2
666,6,1,10,1
667,1,0,3,1
668,2,0,50,2
669,6,1,10,1
670,1,1,3,0
671,3,0,49,2
672,5,1,11,1
673,1,1,3,0
674,2,0,49,3
675,0,1,11,3
676,0,0,3,1
677,5,2,44,4
678,0,1,11,3
679,0,0,3,1
680,5,1,45,4
681,0,1,11,3
682,0,0,2,2
683,7,1,42,5
684,0,1,11,3
685,0,0,3,1
686,7,0,44,4
687,0,1,11,3
688,0,0,2,2
689,5,1,45,4
690,0,0,5,2
691,1,0,6,0
692,7,0,44,5
693,0,0,5,2
694,1,0,6,0
695,6,0,46,4
696,0,0,5,2
697,1,0,6,0
698,5,0,46,5
699,0,0,5,2
700,1,0,6,0
701,6,0,45,5
702,0,0,5,2
703,1,0,6,0
704,6,0,45,5
705,2,1,10,4
706,2,1,3,0
707,1,5,40,5
708,2,1,11,3
709,2,1,3,0
710,3,5,36,7
711,2,1,11,3
712,2,0,3,1
713,3,4,36,8
714,2,1,11,3
715,2,0,3,1
716,2,4,37,8
717,2,1,11,3
718,2,1,3,0
719,2,5,36,8
720,0,0,4,8
721,2,0,3,0
722,4,1,35,8
723,0,0,5,7
724,2,0,3,0
725,4,1,36,7
726,0,0,5,7
727,2,0,3,0
728,5,1,36,6
729,0,0,5,7
730,2,0,3,0
731,5,1,35,7
732,0,0,4,8
733,2,0,3,0
734,4,1,35,8
735,6,4,6,8
736,0,0,1,0
737,2,3,31,15
738,6,4,6,8
739,0,0,1,0
740,2,3,30,16
741,4,3,2,15
742,0,0,1,0
743,2,2,11,36
744,6,1,2,15
745,0,0,1,0
746,2,3,10,36
747,7,1,2,14
748,0,0,1,0
749,2,3,11,35
750,0,3,6,9
751,0,0,3,1
752,4,4,9,41
753,0,1,6,11
754,0,0,3,1
755,6,3,8,41
756,0,1,6,11
757,0,0,3,1
758,6,3,8,41
759,0,1,6,11
760,0,0,3,1
761,7,3,7,41
762,0,1,6,11
763,0,0,3,1
764,7,3,7,41
765,1,3,2,7
766,0,0,5,1
767,5,0,14,45
768,1,3,2,7
769,0,0,5,1
770,4,1,14,45
771,1,3,2,7
772,0,0,5,1
773,4,1,14,45
774,1,3,2,7
775,0,0,5,1
776,7,1,11,45
777,1,3,2,7
778,0,0,5,1
779,7,1,11,45
780,2,2,3,8
781,0,0,4,3
782,1,5,9,32
783,2,2,3,8
784,0,0,4,3
785,0,5,11,31
786,2,2,3,8
787,1,0,5,1
788,1,5,10,31
789,2,2,3,8
790,0,0,5,2
791,0,5,11,31
792,2,2,3,8
793,0,0,5,2
794,0,5,11,31
795,1,0,4,4
796,0,0,5,0
797,2,3,12,46
798,1,0,3,5
799,0,0,5,0
800,2,2,10,49
801,2,0,2,5
802,0,0,5,0
803,2,4,10,47
804,1,0,2,6
805,0,0,4,1
806,2,2,8,51
807,1,0,2,6
808,0,0,4,1
809,2,1,9,51
810,5,4,7,9
811,1,0,1,3
812,0,0,8,43
813,5,5,8,7
814,1,1,1,2
815,1,0,7,43
816,5,4,9,7
817,1,1,1,2
818,1,0,7,43
819,5,4,7,9
820,1,1,1,2
821,1,0,7,43
822,5,4,9,7
823,1,0,1,3
824,1,0,7,43
825,3,0,2,9
826,1,0,3,1
827,3,1,12,49
828,3,0,2,9
829,1,0,3,1
830,4,1,11,49
831,3,0,2,9
832,1,0,3,1
833,4,1,11,49
834,3,0,2,9
835,1,0,3,1
836,5,2,11,47
837,3,0,2,9
838,1,0,3,1
839,4,2,11,48
840,2,3,2,10
841,1,0,5,1
842,2,2,18,40
843,3,1,2,11
844,1,0,5,1
845,3,2,15,42
846,3,1,2,11
847,1,0,5,1
848,3,2,16,41
849,3,1,2,11
850,1,0,5,1
851,2,2,13,45
852,3,1,2,11
853,1,0,5,1
854,2,2,15,43
855,6,2,2,11
856,1,0,2,1
857,2,2,2,49
858,7,2,1,11
859,1,0,2,1
860,2,2,4,47
861,7,2,1,11
862,2,0,1,1
863,2,2,4,47
864,7,2,1,11
865,2,0,1,1
866,2,2,4,47
867,6,3,1,11
868,2,0,1,1
869,2,2,4,47
870,1,0,2,5
871,3,0,2,4
872,4,3,4,39
873,1,1,2,4
874,3,0,1,5
875,3,4,5,38
876,1,0,2,5
877,3,0,3,3
878,4,2,6,38
879,1,1,2,4
880,2,0,1,6
881,3,3,4,40
882,1,1,2,4
883,2,0,1,6
884,1,5,4,40
885,2,1,1,8
886,1,0,0,1
887,1,3,4,53
888,2,1,1,8
889,0,0,1,1
890,0,2,5,54
891,2,1,1,8
892,0,0,1,1
893,1,1,5,54
894,2,1,1,8
895,0,0,1,1
896,0,2,4,55
897,2,1,1,8
898,0,0,1,1
899,1,1,4,55
900,1,1,1,11
901,0,0,4,3
902,1,3,4,36
903,1,2,1,10
904,0,0,4,3
905,1,3,4,36
906,1,1,1,11
907,0,0,4,3
908,1,2,4,37
909,1,2,1,10
910,0,0,4,3
911,1,3,3,37
912,1,3,2,8
913,0,0,4,3
914,1,3,4,36
915,2,6,1,13
916,2,0,2,6
917,2,5,3,35
918,3,4,2,13
919,2,0,2,6
920,3,5,4,33
921,1,6,1,14
922,2,0,2,6
923,2,6,4,33
924,2,5,1,14
925,2,1,2,5
926,3,5,3,34
927,1,6,1,14
928,2,0,2,6
929,2,6,3,34
930,3,3,3,17
931,2,0,2,1
932,1,1,3,52
933,2,3,3,18
934,2,0,2,1
935,1,1,4,51
936,3,3,1,19
937,2,0,2,1
938,1,1,3,52
939,3,3,1,19
940,2,0,2,1
941,1,1,3,52
942,3,3,1,19
943,2,0,2,1
944,1,1,3,52
945,3,4,3,16
946,3,0,7,1
947,3,1,1,36
948,3,4,0,19
949,3,0,7,1
950,3,1,1,36
951,3,4,0,19
952,3,0,7,1
953,3,1,1,36
954,1,6,3,16
955,3,0,7,1
956,3,1,1,36
957,2,5,2,17
958,3,0,7,1
959,3,1,1,36
960,7,4,1,20
961,1,0,1,5
962,1,2,1,40
963,9,2,1,20
964,1,0,1,5
965,0,2,1,41
966,13,0,2,17
967,1,0,1,5
968,0,1,1,42
969,9,3,1,19
970,1,0,1,5
971,0,2,1,41
972,13,0,2,17
973,1,0,1,5
974,0,1,1,42
975,2,5,1,7
976,1,0,6,3
977,2,1,7,41
978,2,6,0,7
979,1,0,6,3
980,3,1,6,41
981,2,6,0,7
982,1,0,5,4
983,2,1,6,42
984,1,1,1,12
985,1,0,6,3
986,2,1,7,41
987,2,6,0,7
988,1,0,4,5
989,2,1,6,42
990,3,10,0,11
991,1,0,2,4
992,1,2,5,44
993,2,11,0,11
994,1,0,2,4
995,0,2,7,43
996,2,11,0,11
997,1,0,2,4
998,1,1,6,44
999,2,11,0,11
1000,1,0,2,4
1001,1,1,6,44
1002,3,10,0,11
1003,1,0,2,4
1004,1,1,6,44
1005,3,9,1,12
1006,0,0,2,2
1007,3,1,4,42
1008,3,9,1,12
1009,0,0,2,2
1010,4,3,4,39
1011,3,8,2,12
1012,0,0,2,2
1013,4,2,2,42
1014,4,8,1,12
1015,0,0,2,2
1016,4,3,2,41
1017,2,10,1,12
1018,0,0,2,2
1019,4,2,2,42
1020,2,14,3,13
1021,0,0,1,2
1022,0,1,3,42
1023,1,16,3,12
1024,0,0,1,2
1025,0,2,3,41
1026,1,16,2,13
1027,0,0,1,2
1028,0,1,2,43
1029,1,16,1,14
1030,0,0,1,2
1031,0,1,3,42
1032,1,17,3,11
1033,0,0,1,2
1034,0,2,3,41
1035,2,9,1,8
1036,1,1,1,8
1037,3,2,1,50
1038,0,9,2,9
1039,1,1,1,8
1040,3,2,1,50
1041,0,9,1,10
1042,1,1,0,9
1043,3,2,1,50
1044,0,9,2,9
1045,1,1,1,8
1046,3,2,1,50
1047,0,8,2,10
1048,1,1,0,9
1049,3,2,1,50
1050,3,3,0,14
1051,1,1,1,4
1052,2,2,2,41
1053,3,3,0,14
1054,1,1,1,4
1055,2,1,2,42
1056,3,3,0,14
1057,1,1,1,4
1058,2,2,2,41
1059,3,3,0,14
1060,1,1,2,3
1061,2,2,2,41
1062,3,3,0,14
1063,1,0,3,3
1064,2,1,2,42
1065,2,14,0,6
1066,0,0,3,7
1067,0,1,3,47
1068,4,12,0,6
1069,0,0,3,7
1070,0,1,3,47
1071,4,11,0,7
1072,0,0,3,7
1073,0,0,3,48
1074,4,12,0,6
1075,0,0,3,7
1076,0,1,3,47
1077,4,12,0,6
1078,0,0,3,7
1079,0,1,3,47
1080,6,4,3,8
1081,0,1,5,2
1082,1,3,6,45
1083,6,4,2,9
1084,0,1,5,2
1085,0,4,5,46
1086,6,4,3,8
1087,0,1,5,2
1088,0,4,6,45
1089,6,3,4,8
1090,0,1,5,2
1091,0,3,6,46
1092,7,4,2,8
1093,0,1,5,2
1094,1,3,5,46
1095,4,2,2,11
1096,1,1,3,1
1097,0,1,2,56
1098,5,2,2,10
1099,1,1,3,1
1100,0,1,2,56
1101,5,4,1,9
1102,1,1,3,1
1103,1,1,2,55
1104,5,4,1,9
1105,1,1,3,1
1106,1,1,2,55
1107,3,3,3,10
1108,1,1,3,1
1109,1,1,2,55
1110,2,0,3,14
1111,1,0,2,6
1112,0,0,5,50
1113,2,1,3,13
1114,1,0,2,6
1115,0,0,4,51
1116,2,1,3,13
1117,2,0,2,5
1118,1,0,5,49
1119,2,1,3,13
1120,2,0,2,5
1121,1,0,5,49
1122,2,1,3,13
1123,2,0,2,5
1124,1,0,4,50
1125,3,4,2,10
1126,0,0,3,1
1127,3,3,4,45
1128,1,7,2,9
1129,0,0,3,1
1130,0,3,5,47
1131,2,5,2,10
1132,0,0,3,1
1133,1,1,4,49
1134,2,6,2,9
1135,0,0,3,1
1136,0,1,6,48
1137,2,6,2,9
1138,0,0,2,2
1139,1,1,3,50
1140,4,2,3,11
1141,1,1,0,1
1142,2,5,6,45
1143,2,4,3,11
1144,1,1,0,1
1145,1,6,6,45
1146,4,4,2,10
1147,1,1,0,1
1148,2,6,6,44
1149,3,5,2,10
1150,1,1,0,1
1151,2,5,7,44
1152,2,4,3,11
1153,1,1,0,1
1154,3,3,6,46
1155,2,7,3,9
1156,0,1,4,1
1157,1,4,3,49
1158,4,5,3,9
1159,2,0,3,1
1160,1,3,3,50
1161,5,5,2,9
1162,2,0,3,1
1163,1,4,3,49
1164,3,6,3,9
1165,1,1,3,1
1166,1,4,5,47
1167,4,5,3,9
1168,2,0,3,1
1169,1,2,4,50
1170,2,0,2,9
1171,0,0,1,6
1172,6,3,5,53
1173,4,0,1,8
1174,0,0,1,6
1175,7,5,3,52
1176,4,0,1,8
1177,0,0,1,6
1178,7,5,3,52
1179,4,0,1,8
1180,0,0,1,6
1181,7,6,3,51
1182,4,0,1,8
1183,0,0,1,6
1184,8,5,3,51
1185,2,5,3,6
1186,1,0,5,1
1187,4,6,1,45
1188,3,3,2,8
1189,1,0,5,1
1190,7,3,1,45
1191,3,5,2,6
1192,1,0,5,1
1193,5,5,1,45
1194,3,5,2,6
1195,1,0,5,1
1196,4,7,1,44
1197,3,5,2,6
1198,1,0,5,1
1199,4,6,1,45
1200,3,6,0,12
1201,4,0,1,3
1202,1,4,3,43
1203,3,4,0,14
1204,4,0,2,2
1205,1,3,3,44
1206,4,4,0,13
1207,4,0,2,2
1208,1,4,3,43
1209,3,4,0,14
1210,4,0,2,2
1211,1,2,4,44
1212,4,4,0,13
1213,4,0,2,2
1214,1,4,4,42
1215,4,4,0,10
1216,1,0,3,3
1217,4,2,2,50
1218,4,4,0,10
1219,1,0,3,3
1220,3,4,2,49
1221,5,4,0,9
1222,1,0,3,3
1223,4,3,2,49
1224,5,4,0,9
1225,1,0,3,3
1226,5,2,1,50
1227,5,4,0,9
1228,1,0,3,3
1229,5,2,2,49
1230,2,0,1,15
1231,1,0,2,1
1232,12,1,0,49
1233,1,1,1,15
1234,1,0,2,1
1235,13,1,0,48
1236,4,0,0,14
1237,1,0,2,1
1238,14,2,1,45
1239,2,2,0,14
1240,1,0,2,1
1241,13,2,1,46
1242,1,2,1,14
1243,1,0,2,1
1244,12,2,2,46
1245,3,3,0,9
1246,1,0,6,1
1247,3,4,3,47
1248,3,3,0,9
1249,0,0,6,2
1250,1,6,4,46
1251,2,3,0,10
1252,0,0,6,2
1253,3,7,3,44
1254,2,2,0,11
1255,0,0,6,2
1256,2,7,3,45
1257,2,2,0,11
1258,0,0,6,2
1259,2,7,3,45
1260,0,4,0,10
1261,0,0,2,4
1262,3,3,3,52
1263,0,2,0,12
1264,0,0,2,4
1265,3,2,3,53
1266,0,2,0,12
1267,0,0,2,4
1268,3,2,3,53
1269,0,2,0,12
1270,0,0,2,4
1271,3,1,3,54
1272,0,3,0,11
1273,0,0,2,4
1274,4,3,3,51
1275,2,4,0,17
1276,0,0,5,3
1277,4,7,0,36
1278,2,4,0,17
1279,0,0,5,3
1280,6,5,0,36
1281,2,4,0,17
1282,0,0,6,2
1283,6,5,0,36
1284,2,3,0,18
1285,0,0,6,2
1286,4,7,1,35
1287,2,6,0,15
1288,0,0,6,2
1289,3,8,1,35
1290,2,3,0,11
1291,1,0,1,5
1292,1,1,2,48
1293,3,2,0,11
1294,2,0,1,4
1295,4,2,2,44
1296,2,3,0,11
1297,2,0,1,4
1298,1,1,1,49
1299,2,3,0,11
1300,2,0,1,4
1301,2,1,2,47
1302,2,3,0,11
1303,2,0,1,4
1304,3,2,1,46
1305,1,4,0,12
1306,2,0,2,8
1307,1,5,1,42
1308,1,4,0,12
1309,3,0,1,8
1310,1,4,1,43
1311,1,4,0,12
1312,3,0,2,7
1313,1,4,3,41
1314,1,4,0,12
1315,3,1,2,6
1316,1,6,2,40
1317,1,4,1,11
1318,2,1,3,6
1319,1,4,3,41
1320,2,5,4,7
1321,0,1,1,5
1322,3,3,1,43
1323,2,5,4,7
1324,0,1,2,4
1325,3,2,1,44
1326,2,6,4,6
1327,0,1,2,4
1328,3,2,1,44
1329,2,6,4,6
1330,0,1,2,4
1331,3,2,1,44
1332,2,6,4,6
1333,0,1,2,4
1334,3,3,1,43
1335,0,4,6,9
1336,1,0,5,3
1337,1,1,2,52
1338,0,4,6,9
1339,2,0,5,2
1340,1,1,2,52
1341,0,4,6,9
1342,2,0,5,2
1343,1,1,2,52
1344,1,4,5,9
1345,2,0,5,2
1346,1,1,2,52
1347,2,3,5,9
1348,2,0,5,2
1349,1,1,2,52
1350,4,0,7,10
1351,0,0,4,4
1352,6,0,4,44
1353,4,0,7,10
1354,0,0,4,4
1355,5,0,5,44
1356,3,0,7,11
1357,0,0,4,4
1358,5,0,5,44
1359,4,0,7,10
1360,0,0,4,4
1361,6,0,4,44
